"Transect","ID","Remarks","Time","Geometry","Latitude","Longitude","Elevation","Ortho.Height","Instrument.Ht","Fix.ID","Horizontal.Accuracy","Vertical.Accuracy","PDOP","HDOP","VDOP","Satellites.in.View","Satellites.in.Use","Top_layer","Top_layer_other","Lower_1","Lower_1_other","Lower_2","Lower_2_other","Lower_3","Lower_3_other","Litter","Litter_other","Soil_surface","Soil_surface_other","Microsite","Microsite_other","Photo","Top_height","Litter_depth_center","Site","Season","Litter_depth_north","Litter_depth_east","Litter_depth_south","Litter_depth_west","Nearby_canopy_1","Nearby_canopy_2","Nearby_canopy_3","Nearby_canopy_4","Nearby_canopy_5","BagID","Quadrat_checklist","Top_Plotting","Microsite_Plotting","mean_depth"
"SRER034S25",25,28,"22-04-2025 16:45:52.250 -0700","POINTZ(-110.881268477 31.900749905 894.029)",31.900749905,-110.881268477,894.029,0,1.74,2,0.11,0.23,0.92,0.49,0.78,40,31,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"SRER","S25",0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0.8
"SRER034S25",26,27,"22-04-2025 16:47:27.500 -0700","POINTZ(-110.881268242 31.900739473 894.046)",31.900739473,-110.881268242,894.046,0,1.74,2,0.11,0.23,0.92,0.49,0.78,40,31,"L-OTHER","PRVE","N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"CANOPY",NA,NA,375,4,"SRER","S25",3,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",2.4
"SRER034S25",29,25,"22-04-2025 16:52:13.000 -0700","POINTZ(-110.881269672 31.900722797 893.993)",31.900722797,-110.881269672,893.993,0,1.74,2,0.12,0.27,0.88,0.48,0.74,40,32,"L-OTHER","PAFL","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,400,1,"SRER","S25",1,1,5,5,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",2.6
"SRER034S25",30,24,"22-04-2025 16:54:05.000 -0700","POINTZ(-110.881272398 31.900708958 893.43)",31.900708958,-110.881272398,893.43,0,1.74,2,0.15,0.31,1,0.52,0.86,40,32,"L-OTHER","PAFL","L-OTHER","PRVE","L-PGRASS",NA,"N",NA,"H_W",NA,"SOIL",NA,"CANOPY",NA,NA,400,10,"SRER","S25",0,20,20,0,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",10
"SRER034S25",31,23,"22-04-2025 16:55:23.250 -0700","POINTZ(-110.881271827 31.900701525 893.996)",31.900701525,-110.881271827,893.996,0,1.74,2,0.11,0.27,0.96,0.5,0.82,42,31,"N","PRVE",NA,NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"CANOPY",NA,NA,375,10,"SRER","S25",10,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",5
"SRER034S25",32,22,"22-04-2025 16:56:36.250 -0700","POINTZ(-110.881271507 31.900694213 893.727)",31.900694213,-110.881271507,893.727,0,1.74,2,0.12,0.27,0.9,0.49,0.75,46,31,"L-OTHER","PRVE","N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"CANOPY",NA,NA,375,10,"SRER","S25",5,8,5,10,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",7.6
"SRER034S25",33,21,"22-04-2025 16:57:35.750 -0700","POINTZ(-110.881273245 31.900684615 893.853)",31.900684615,-110.881273245,893.853,0,1.74,2,0.11,0.25,0.95,0.5,0.81,42,31,"N",NA,"N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"OPEN",NA,NA,0,3,"SRER","S25",5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",4
"SRER034S25",34,20,"22-04-2025 16:58:35.250 -0700","POINTZ(-110.881273098 31.900676007 893.616)",31.900676007,-110.881273098,893.616,0,1.74,2,0.11,0.24,0.88,0.48,0.74,46,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,2,"SRER","S25",1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1.4
"SRER034S25",35,19,"22-04-2025 16:59:52.500 -0700","POINTZ(-110.8812768 31.900666505 893.474)",31.900666505,-110.8812768,893.474,0,1.74,2,0.11,0.22,0.9,0.49,0.75,43,32,"L-OTHER","PAFL","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,350,1,"SRER","S25",0,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",1.8
"SRER034S25",36,18,"22-04-2025 17:01:00.750 -0700","POINTZ(-110.881276277 31.90065735 892.703)",31.90065735,-110.881276277,892.703,0,1.74,2,0.12,0.24,0.88,0.48,0.74,42,33,"L-OTHER","PAFL","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,350,1,"SRER","S25",0,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",1.4
"SRER034S25",37,17,"22-04-2025 17:02:10.250 -0700","POINTZ(-110.881279823 31.90064886 893.512)",31.90064886,-110.881279823,893.512,0,1.74,2,0.12,0.28,0.89,0.48,0.75,41,33,"L-OTHER","PAFL","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,350,0,"SRER","S25",5,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",1.2
"SRER034S25",38,16,"22-04-2025 17:03:04.000 -0700","POINTZ(-110.88128135 31.900637807 893.807)",31.900637807,-110.88128135,893.807,0,1.74,2,0.11,0.24,0.9,0.49,0.76,41,32,"N",NA,"N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"SRER","S25",0,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",2
"SRER034S25",39,15,"22-04-2025 17:04:56.500 -0700","POINTZ(-110.88128153 31.9006312 893.913)",31.9006312,-110.88128153,893.913,0,1.74,2,0.11,0.25,0.9,0.49,0.75,41,32,"L-OTHER","FEWI","N",NA,"N",NA,"N",NA,"LT-H",NA,"OTHER","L-FEWI","OPEN",NA,NA,80,0,"SRER","S25",3,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,"Cactus",0.8
"SRER034S25",40,14,"22-04-2025 17:05:58.000 -0700","POINTZ(-110.881283737 31.900620087 894.272)",31.900620087,-110.881283737,894.272,0,1.74,2,0.11,0.24,0.9,0.49,0.75,42,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,1,"SRER","S25",0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1
"SRER034S25",41,13,"22-04-2025 17:06:49.500 -0700","POINTZ(-110.881283318 31.900613073 893.912)",31.900613073,-110.881283318,893.912,0,1.74,2,0.11,0.24,0.9,0.49,0.75,41,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,3,"SRER","S25",0,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1.4
"SRER034S25",42,12,"22-04-2025 17:07:40.000 -0700","POINTZ(-110.881285175 31.900604268 894.025)",31.900604268,-110.881285175,894.025,0,1.74,2,0.11,0.24,0.89,0.49,0.75,42,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"CRST",NA,"OPEN",NA,NA,0,3,"SRER","S25",1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1.8
"SRER034S25",43,11,"22-04-2025 17:08:43.000 -0700","POINTZ(-110.881284785 31.900595017 894.438)",31.900595017,-110.881284785,894.438,0,1.74,2,0.11,0.26,0.89,0.49,0.75,41,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"CRST",NA,"OPEN",NA,NA,0,3,"SRER","S25",3,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",2
"SRER034S25",44,10,"22-04-2025 17:10:23.500 -0700","POINTZ(-110.881286893 31.900584097 894.844)",31.900584097,-110.881286893,894.844,0,1.74,2,0.11,0.26,0.89,0.49,0.75,41,32,"D-AGRASS",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,30,3,"SRER","S25",2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Annual Grasses and Forbs",1.8
"SRER034S25",45,9,"22-04-2025 17:11:56.000 -0700","POINTZ(-110.881288783 31.900576053 894.514)",31.900576053,-110.881288783,894.514,0,1.74,2,0.11,0.25,0.91,0.49,0.77,41,31,"D-AGRASS",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,20,2,"SRER","S25",1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Annual Grasses and Forbs",1.2
"SRER034S25",46,8,"22-04-2025 17:13:24.000 -0700","POINTZ(-110.881291312 31.900567902 894.043)",31.900567902,-110.881291312,894.043,0,1.74,2,0.11,0.25,0.91,0.49,0.76,42,31,"L-OTHER","OP","N",NA,"N",NA,"N",NA,"H_C",NA,"BURROW",NA,"CANOPY",NA,NA,65,5,"SRER","S25",3,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,"Cactus",3.4
"SRER034S25",47,7,"22-04-2025 17:15:00.750 -0700","POINTZ(-110.881289572 31.900556817 893.887)",31.900556817,-110.881289572,893.887,0,1.74,2,0.11,0.26,0.9,0.49,0.76,41,31,"N",NA,"N",NA,"N",NA,"N",NA,"H_W_C",NA,"BURROW",NA,"OPEN",NA,NA,0,10,"SRER","S25",5,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",5
"SRER034S25",48,6,"22-04-2025 17:15:42.750 -0700","POINTZ(-110.881290672 31.90054837 894.257)",31.90054837,-110.881290672,894.257,0,1.74,2,0.11,0.26,0.9,0.49,0.76,41,31,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"SRER","S25",0,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1.2
"SRER034S25",49,5,"22-04-2025 17:16:25.250 -0700","POINTZ(-110.881291158 31.900542893 893.816)",31.900542893,-110.881291158,893.816,0,1.74,2,0.11,0.26,0.87,0.48,0.73,45,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,1,"SRER","S25",1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0.8
"SRER034S25",50,4,"22-04-2025 17:17:11.750 -0700","POINTZ(-110.881292398 31.900532328 894.366)",31.900532328,-110.881292398,894.366,0,1.74,2,0.11,0.23,0.87,0.47,0.73,41,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,2,"SRER","S25",3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",2
"SRER034S25",51,3,"22-04-2025 17:18:49.500 -0700","POINTZ(-110.88129447 31.900523117 893.607)",31.900523117,-110.88129447,893.607,0,1.74,2,0.11,0.27,0.87,0.47,0.73,41,32,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"CRST",NA,"OPEN",NA,NA,0,3,"SRER","S25",2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",1.8
"SRER034S25",52,2,"22-04-2025 17:19:47.500 -0700","POINTZ(-110.881294833 31.90051381 893.535)",31.90051381,-110.881294833,893.535,0,1.74,2,0.11,0.25,0.87,0.47,0.73,44,32,"D-AGRASS",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,15,1,"SRER","S25",5,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Annual Grasses and Forbs",2.6
"SRER034S25",53,1,"22-04-2025 17:20:35.500 -0700","POINTZ(-110.88129378 31.900507078 893.856)",31.900507078,-110.88129378,893.856,0,1.74,2,0.11,0.25,0.87,0.47,0.73,41,32,"D-AGRASS",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,5,1,"SRER","S25",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Annual Grasses and Forbs",0.4
"SRER039S25",2,49,"23-04-2025 08:37:38.500 -0700","POINTZ(-110.821801452 31.825702475 1243.175)",31.825702475,-110.821801452,1243.175,0,1.74,2,0.097,0.2,0.89,0.48,0.75,38,30,"L-OTHER","ERLE","D-OTHER","ERLE","N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,60,3,"SRER","S25",2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",2.8
"SRER039S25",3,50,"23-04-2025 08:35:59.000 -0700","POINTZ(-110.821800122 31.825712832 1243.344)",31.825712832,-110.821800122,1243.344,0,1.74,2,0.098,0.21,0.89,0.48,0.76,38,30,"L-OTHER","ERLE","D-OTHER","ERLE","N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,75,10,"SRER","S25",10,10,15,10,"ERLE_patch","L-OP_60W_30H_50L_30P",NA,NA,NA,1030,"Quadrat_photo||Canopy_photo||Litter_collection",NA,"Perennial Grasses",11
"SRER039S25",4,48,"23-04-2025 08:39:35.500 -0700","POINTZ(-110.821798725 31.825697268 1243.097)",31.825697268,-110.821798725,1243.097,0,1.74,2,0.096,0.2,0.89,0.48,0.75,42,30,"L-OTHER","ERLE","D-OTHER","ERLE","N",NA,"N",NA,"LT-H",NA,"GRAVEL",NA,"CANOPY",NA,NA,70,2,"SRER","S25",4,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",3.4
"SRER039S25",5,47,"23-04-2025 08:40:44.250 -0700","POINTZ(-110.82180332 31.825686943 1243.125)",31.825686943,-110.82180332,1243.125,0,1.74,2,0.096,0.2,0.88,0.48,0.74,40,30,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,0,6,"SRER","S25",8,6,1,5,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",5.2
"SRER039S25",6,46,"23-04-2025 08:42:11.250 -0700","POINTZ(-110.82180037 31.825677675 1242.596)",31.825677675,-110.82180037,1242.596,0,1.74,2,0.095,0.2,0.93,0.49,0.78,39,29,"D-OTHER","ERLE","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,15,0,"SRER","S25",3,5,3,2,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",2.6
"SRER039S25",7,45,"23-04-2025 08:46:42.500 -0700","POINTZ(-110.82180081 31.825668317 1242.592)",31.825668317,-110.82180081,1242.592,0,1.74,2,0.11,0.26,0.99,0.51,0.85,40,29,"N",NA,"N",NA,"N",NA,"N",NA,"H_W",NA,"GRAVEL",NA,"OPEN",NA,NA,0,0,"SRER","S25",1,1,0,1,"L-ERLE_D-SUBS_patch",NA,NA,NA,NA,1031,"Quadrat_photo||Canopy_photo||Litter_collection",NA,"Bare Ground",0.6
"SRER039S25",9,43,"23-04-2025 09:28:23.750 -0700","POINTZ(-110.821800613 31.825652352 1241.307)",31.825652352,-110.821800613,1241.307,0,1.74,2,0.1,0.28,1.1,0.57,0.94,37,28,"L-OTHER","ERLE","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"WASH",NA,NA,80,10,"SRER","S25",5,1,2,15,NA,NA,NA,NA,NA,NA,NA,NA,"Nonliving Retention Elements",6.6
"SRER039S25",10,42,"23-04-2025 09:28:38.250 -0700","POINTZ(-110.821801467 31.825643473 1241.455)",31.825643473,-110.821801467,1241.455,0,1.74,2,0.1,0.28,1.1,0.57,0.94,35,28,"L-OTHER","ERLE","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"WASH",NA,NA,65,2,"SRER","S25",2,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,"Nonliving Retention Elements",3.4
"SRER039S25",11,41,"23-04-2025 09:28:57.000 -0700","POINTZ(-110.821800092 31.825634492 1241.694)",31.825634492,-110.821800092,1241.694,0,1.74,2,0.1,0.27,1.1,0.57,0.94,35,28,"D-OTHER","ERLE","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,20,3,"SRER","S25",6,4,10,5,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",5.6
"SRER039S25",12,40,"23-04-2025 09:29:08.750 -0700","POINTZ(-110.82179946 31.825624463 1241.928)",31.825624463,-110.82179946,1241.928,0,1.74,2,0.1,0.28,1.13,0.58,0.97,35,28,"L-OTHER","PRVE","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,175,10,"SRER","S25",20,15,1,20,"L-SEGR_60S_100H_110H_100P","L-ERLE_patch",NA,NA,NA,1032,"Quadrat_photo||Canopy_photo||Litter_collection",NA,"Shrubs",13.2
"SRER039S25",13,39,"23-04-2025 09:29:24.250 -0700","POINTZ(-110.821798763 31.825617185 1242.005)",31.825617185,-110.821798763,1242.005,0,1.74,2,0.11,0.29,1.13,0.58,0.97,35,27,"L-OTHER","PRVE","L-OTHER","SEGR","D-PGRASS",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,175,15,"SRER","S25",5,3,15,10,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",9.6
"SRER039S25",16,44,"23-04-2025 09:28:08.250 -0700","POINTZ(-110.821801607 31.825661452 1241.601)",31.825661452,-110.821801607,1241.601,0,1.74,2,0.1,0.29,1.1,0.57,0.94,35,28,"D-OTHER","ERLE","N",NA,"N",NA,"N",NA,"LT-H",NA,"GRAVEL",NA,"OPEN",NA,NA,5,1,"SRER","S25",1,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",2.2
"SRER039S25",23,38,"23-04-2025 09:30:47.000 -0700","POINTZ(-110.82180031 31.825606275 1242.081)",31.825606275,-110.82180031,1242.081,0,1.74,2,0.11,0.28,1.18,0.59,1.03,35,26,"L-OTHER","PRVE","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,350,15,"SRER","S25",10,20,1,3,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",9.8
"SRER039S25",24,37,"23-04-2025 09:31:43.750 -0700","POINTZ(-110.821799813 31.825597047 1242.671)",31.825597047,-110.821799813,1242.671,0,1.74,2,0.11,0.3,1.18,0.58,1.03,35,26,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,0,10,"SRER","S25",1,5,5,30,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",10.2
"SRER039S25",25,36,"23-04-2025 09:33:03.000 -0700","POINTZ(-110.821798482 31.825589942 1242.429)",31.825589942,-110.821798482,1242.429,0,1.74,2,0.11,0.29,1.18,0.58,1.02,35,26,"L-OTHER","PRVE","D-OTHER","ERLE","N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,175,1,"SRER","S25",5,3,15,8,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",6.4
"SRER039S25",26,35,"23-04-2025 09:38:07.000 -0700","POINTZ(-110.821801987 31.825579172 1242.528)",31.825579172,-110.821801987,1242.528,0,1.74,2,0.11,0.28,1.16,0.58,1.01,35,26,"L-OTHER","PRVE","N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"CANOPY",NA,NA,175,2,"SRER","S25",4,8,0,1,"L-CEPA_60SW_180H_150L_125P","L-PRVE_65SW_190H_300L_200P",NA,NA,NA,1033,"Quadrat_photo||Canopy_photo||Litter_collection",NA,"Shrubs",3
"SRER039S25",27,34,"23-04-2025 10:14:17.000 -0700","POINTZ(-110.82180505 31.825573663 1242.184)",31.825573663,-110.82180505,1242.184,0,1.74,2,0.1,0.24,1.02,0.54,0.86,31,27,"L-OTHER","PRVE","L-OTHER","ERLE","N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,190,10,"SRER","S25",3,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",4
"SRER039S25",28,33,"23-04-2025 10:15:36.000 -0700","POINTZ(-110.821801707 31.825563325 1242.723)",31.825563325,-110.821801707,1242.723,0,1.74,2,0.097,0.23,1.02,0.55,0.86,32,27,"L-OTHER","PRVE","L-SUBS",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"CANOPY",NA,NA,190,5,"SRER","S25",5,3,0,8,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",4.2
"SRER039S25",29,32,"23-04-2025 10:17:19.250 -0700","POINTZ(-110.821804507 31.825555947 1242.756)",31.825555947,-110.821804507,1242.756,0,1.74,2,0.1,0.23,1.02,0.55,0.86,32,27,"L-OTHER","PRVE","N",NA,"N",NA,"N",NA,"OTHER","H_W_DUNG","SOIL",NA,"CANOPY",NA,NA,185,20,"SRER","S25",10,4,20,15,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",13.8
"SRER039S25",30,31,"23-04-2025 10:18:50.250 -0700","POINTZ(-110.821804538 31.825548555 1242.885)",31.825548555,-110.821804538,1242.885,0,1.74,2,0.098,0.23,1.02,0.55,0.86,32,27,"L-OTHER","PRVE","N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"CANOPY",NA,NA,185,0,"SRER","S25",8,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Shrubs",3.6
"SRER039S25",32,29,"23-04-2025 10:22:02.250 -0700","POINTZ(-110.82180489 31.825529612 1242.385)",31.825529612,-110.82180489,1242.385,0,1.74,2,0.1,0.24,1.03,0.55,0.87,32,27,"D-OTHER","ERLE","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"CANOPY",NA,NA,15,7,"SRER","S25",4,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",4.8
"SRER039S25",33,28,"23-04-2025 10:23:09.000 -0700","POINTZ(-110.821804443 31.825520712 1242.541)",31.825520712,-110.821804443,1242.541,0,1.74,2,0.1,0.23,1.03,0.56,0.87,32,27,"L-OTHER","ERLE","N",NA,"N",NA,"N",NA,"LT-H",NA,"GRAVEL",NA,"CANOPY",NA,NA,15,5,"SRER","S25",2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",4.6
"SRER039S25",34,27,"23-04-2025 10:24:07.750 -0700","POINTZ(-110.821805803 31.825512645 1242.945)",31.825512645,-110.821805803,1242.945,0,1.74,2,0.097,0.23,1.03,0.56,0.87,33,27,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,2,"SRER","S25",5,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",3
"SRER039S25",35,26,"23-04-2025 10:25:01.750 -0700","POINTZ(-110.821806158 31.825503037 1242.731)",31.825503037,-110.821806158,1242.731,0,1.74,2,0.097,0.23,1.03,0.56,0.87,33,27,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,0,"SRER","S25",1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",0.4
"SRER039S25",36,25,"23-04-2025 10:27:06.500 -0700","POINTZ(-110.821805163 31.825495182 1242.894)",31.825495182,-110.821805163,1242.894,0,1.74,2,0.097,0.23,1.03,0.56,0.87,33,27,"L-OTHER","ERLE","N",NA,"N",NA,"N",NA,"H_C",NA,"SOIL",NA,"CANOPY",NA,NA,45,30,"SRER","S25",35,25,20,15,"L-ERLE_patch",NA,NA,NA,NA,1035,"Quadrat_photo||Canopy_photo||Litter_collection",NA,"Perennial Grasses",25
"SRER039S25",37,30,"23-04-2025 10:20:30.500 -0700","POINTZ(-110.821805395 31.825539983 1242.646)",31.825539983,-110.821805395,1242.646,0,1.74,2,0.1,0.24,1.03,0.55,0.87,32,27,"D-OTHER","ERLE","N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"CANOPY",NA,NA,15,4,"SRER","S25",6,4,3,4,"L-PRVE_50NE_185H_250L_225P",NA,NA,NA,NA,1034,"Quadrat_photo||Canopy_photo||Litter_collection",NA,"Perennial Grasses",4.2
"SRER039S25",38,24,"23-04-2025 10:56:08.750 -0700","POINTZ(-110.821805105 31.825483315 1242.446)",31.825483315,-110.821805105,1242.446,0,1.74,2,0.1,0.23,0.88,0.51,0.72,32,28,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"CRST",NA,"OPEN",NA,NA,0,2,"SRER","S25",2,1,5,10,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",4
"SRER039S25",39,23,"23-04-2025 10:57:23.250 -0700","POINTZ(-110.821802685 31.825473897 1242.903)",31.825473897,-110.821802685,1242.903,0,1.74,2,0.1,0.22,0.88,0.51,0.72,34,28,"L-OTHER","ERLE","N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,55,0,"SRER","S25",3,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",1
"SRER039S25",40,22,"23-04-2025 10:58:18.500 -0700","POINTZ(-110.82180413 31.825465835 1242.398)",31.825465835,-110.82180413,1242.398,0,1.74,2,0.1,0.22,0.89,0.51,0.72,32,28,"N",NA,"N",NA,"N",NA,"N",NA,"LT-H",NA,"SOIL",NA,"OPEN",NA,NA,0,4,"SRER","S25",0,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",3.2
"SRER039S25",41,21,"23-04-2025 10:59:27.250 -0700","POINTZ(-110.821803703 31.825457183 1242.343)",31.825457183,-110.821803703,1242.343,0,1.74,2,0.1,0.22,0.89,0.51,0.72,32,28,"N",NA,"N",NA,"N",NA,"N",NA,"H_W",NA,"SOIL",NA,"OPEN",NA,NA,0,10,"SRER","S25",5,3,5,8,NA,NA,NA,NA,NA,NA,NA,NA,"Bare Ground",6.2
"SRER039S25",42,20,"23-04-2025 11:01:54.250 -0700","POINTZ(-110.821804088 31.825445933 1242.673)",31.825445933,-110.821804088,1242.673,0,1.74,2,0.1,0.23,0.89,0.51,0.72,32,28,"N",NA,"N",NA,"N",NA,"N",NA,"H_W_C",NA,"SOIL",NA,"OPEN",NA,NA,0,5,"SRER","S25",3,10,10,2,"L-ERLE_D-SUBS_patch",NA,NA,NA,NA,1036,"Quadrat_photo||Canopy_photo||Litter_collection",NA,"Bare Ground",6
"SRER039S25",43,19,"23-04-2025 11:03:24.500 -0700","POINTZ(-110.821803633 31.82543797 1242.689)",31.82543797,-110.821803633,1242.689,0,1.74,2,0.1,0.23,0.93,0.53,0.76,37,28,"L-OTHER","ERLE","N",NA,"N",NA,"N",NA,"H_W",NA,"CRST",NA,"CANOPY",NA,NA,10,1,"SRER","S25",10,3,4,10,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",5.6
"SRER039S25",44,18,"23-04-2025 11:05:34.500 -0700","POINTZ(-110.821802382 31.825429112 1242.916)",31.825429112,-110.821802382,1242.916,0,1.74,2,0.1,0.24,0.93,0.53,0.76,33,27,"L-OTHER","ERLE","N",NA,"N",NA,"N",NA,"LT-H",NA,"CRST",NA,"CANOPY",NA,NA,45,3,"SRER","S25",5,10,3,5,NA,NA,NA,NA,NA,NA,NA,NA,"Perennial Grasses",5.2
