"","Bag_ID","Litter_type","Envelope_mass_g","Envelope_tare_g","Litter_mass_g","Reweighed_Litter_mass_g","Notes","Litter_mass_final_g","X","Transect","ID","Remarks","Time","Geometry","Latitude","Longitude","Elevation","Ortho.Height","Instrument.Ht","Fix.ID","Horizontal.Accuracy","Vertical.Accuracy","PDOP","HDOP","VDOP","Satellites.in.View","Satellites.in.Use","Top_layer","Top_layer_other","Lower_1","Lower_1_other","Lower_2","Lower_2_other","Lower_3","Lower_3_other","Soil_surface","Soil_surface_other","Microsite","Microsite_other","Top_height","Litter","Litter_other","Litter_depth_center","Litter_depth_north","Litter_depth_east","Litter_depth_south","Litter_depth_west","Nearby_canopy_1","Nearby_canopy_2","Nearby_canopy_3","Nearby_canopy_4","Nearby_canopy_5","Photo","Quadrat_checklist","Site","Season"
"13",1005,"Ambiguous",4.7551,1.3401,3.415,NA,"",3.415,26,"SRER001",27,25,"21-04-2025 09:53:13.500 -0700","POINTZ(-110.888213193 31.82126496 1028.649)",31.82126496,-110.888213193,1028.649,0,1.74,2,0.12,0.3,0.96,0.55,0.78,39,30,"L-OTHER","PRVE","N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,400,"H_W_B",NA,20,15,10,10,20,"L-ERLE_patch",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"14",1005,"Grass",2.0399,1.312,0.7279,NA,"",0.7279,26,"SRER001",27,25,"21-04-2025 09:53:13.500 -0700","POINTZ(-110.888213193 31.82126496 1028.649)",31.82126496,-110.888213193,1028.649,0,1.74,2,0.12,0.3,0.96,0.55,0.78,39,30,"L-OTHER","PRVE","N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,400,"H_W_B",NA,20,15,10,10,20,"L-ERLE_patch",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"15",1005,"Leaves",3.6016,1.3065,2.2951,NA,"",2.2951,26,"SRER001",27,25,"21-04-2025 09:53:13.500 -0700","POINTZ(-110.888213193 31.82126496 1028.649)",31.82126496,-110.888213193,1028.649,0,1.74,2,0.12,0.3,0.96,0.55,0.78,39,30,"L-OTHER","PRVE","N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,400,"H_W_B",NA,20,15,10,10,20,"L-ERLE_patch",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"16",1005,"ReproductiveParts",1.4698,1.3223,0.1475,NA,"",0.1475,26,"SRER001",27,25,"21-04-2025 09:53:13.500 -0700","POINTZ(-110.888213193 31.82126496 1028.649)",31.82126496,-110.888213193,1028.649,0,1.74,2,0.12,0.3,0.96,0.55,0.78,39,30,"L-OTHER","PRVE","N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,400,"H_W_B",NA,20,15,10,10,20,"L-ERLE_patch",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"17",1006,"Grass",3.9,3.1678,0.7322,NA,"Resorted and reweighed 09-Jun-2026",0.7322,31,"SRER001",32,20,"21-04-2025 10:07:38.000 -0700","POINTZ(-110.888215923 31.821228078 1028.31)",31.821228078,-110.888215923,1028.31,0,1.74,2,0.11,0.23,0.97,0.56,0.79,39,31,"L-OTHER","ERLE","N",NA,"N",NA,"N",NA,"GRAVEL",NA,"OPEN",NA,45,"LT-H",NA,4,0,3,5,3,"L-PRVE_50E_170H_300L_200P","L-ERLE_L-ISTE_5SE",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"18",1006,"Leaves",1.4571,1.3004,0.1567,NA,"Resorted and reweighed 09-Jun-2026",0.1567,31,"SRER001",32,20,"21-04-2025 10:07:38.000 -0700","POINTZ(-110.888215923 31.821228078 1028.31)",31.821228078,-110.888215923,1028.31,0,1.74,2,0.11,0.23,0.97,0.56,0.79,39,31,"L-OTHER","ERLE","N",NA,"N",NA,"N",NA,"GRAVEL",NA,"OPEN",NA,45,"LT-H",NA,4,0,3,5,3,"L-PRVE_50E_170H_300L_200P","L-ERLE_L-ISTE_5SE",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"19",1007,"Forbs",1.3406,1.3137,0.0269,NA,"",0.0269,41,"SRER001",43,15,"21-04-2025 10:21:01.000 -0700","POINTZ(-110.888212305 31.821184927 1029.583)",31.821184927,-110.888212305,1029.583,0,1.74,2,0.11,0.23,0.92,0.53,0.75,37,31,"L-OTHER","ISTE","L-OTHER","ERLE","N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,50,"H_C",NA,5,3,3,3,5,"L-PRVE_50E_200H_200L_200P","L-ERLE_L-ISTE_5N","L-OP_70N_100H_70L_50P",NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"20",1007,"Grass",2.3519,1.3409,1.011,NA,"",1.011,41,"SRER001",43,15,"21-04-2025 10:21:01.000 -0700","POINTZ(-110.888212305 31.821184927 1029.583)",31.821184927,-110.888212305,1029.583,0,1.74,2,0.11,0.23,0.92,0.53,0.75,37,31,"L-OTHER","ISTE","L-OTHER","ERLE","N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,50,"H_C",NA,5,3,3,3,5,"L-PRVE_50E_200H_200L_200P","L-ERLE_L-ISTE_5N","L-OP_70N_100H_70L_50P",NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"21",1007,"Leaves",1.4456,1.3226,0.123,NA,"",0.123,41,"SRER001",43,15,"21-04-2025 10:21:01.000 -0700","POINTZ(-110.888212305 31.821184927 1029.583)",31.821184927,-110.888212305,1029.583,0,1.74,2,0.11,0.23,0.92,0.53,0.75,37,31,"L-OTHER","ISTE","L-OTHER","ERLE","N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,50,"H_C",NA,5,3,3,3,5,"L-PRVE_50E_200H_200L_200P","L-ERLE_L-ISTE_5N","L-OP_70N_100H_70L_50P",NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"22",1007,"ReproductiveParts",1.3839,1.3493,0.0346,NA,"",0.0346,41,"SRER001",43,15,"21-04-2025 10:21:01.000 -0700","POINTZ(-110.888212305 31.821184927 1029.583)",31.821184927,-110.888212305,1029.583,0,1.74,2,0.11,0.23,0.92,0.53,0.75,37,31,"L-OTHER","ISTE","L-OTHER","ERLE","N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,50,"H_C",NA,5,3,3,3,5,"L-PRVE_50E_200H_200L_200P","L-ERLE_L-ISTE_5N","L-OP_70N_100H_70L_50P",NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"23",1008,"Grass",1.6225,1.3199,0.3026,NA,"Resorted and reweighed 09-Jun-2026",0.3026,40,"SRER001",42,10,"21-04-2025 10:35:31.500 -0700","POINTZ(-110.888200878 31.821139398 1030.187)",31.821139398,-110.888200878,1030.187,0,1.74,2,0.11,0.22,0.94,0.53,0.77,36,31,"N",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"OPEN",NA,0,"H_C",NA,0,0,2,5,1,"L-CY_50SE_125H_150L_75P","L-ERLE_L-ISTE_60W",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"24",1008,"Leaves",1.4041,1.3112,0.0929,NA,"Resorted and reweighed 09-Jun-2026",0.0929,40,"SRER001",42,10,"21-04-2025 10:35:31.500 -0700","POINTZ(-110.888200878 31.821139398 1030.187)",31.821139398,-110.888200878,1030.187,0,1.74,2,0.11,0.22,0.94,0.53,0.77,36,31,"N",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"OPEN",NA,0,"H_C",NA,0,0,2,5,1,"L-CY_50SE_125H_150L_75P","L-ERLE_L-ISTE_60W",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"25",1009,"Grass",1.3926,1.3181,0.0745,NA,"",0.0745,46,"SRER001",48,5,"21-04-2025 10:45:09.750 -0700","POINTZ(-110.888192538 31.821093253 1029.786)",31.821093253,-110.888192538,1029.786,0,1.74,2,0.099,0.23,0.93,0.52,0.77,35,31,"L-OTHER","ISTE","N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,35,"LT-H",NA,1,0,0,1,0,"L-PRVE_40S_200H_350L_300P",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"26",1009,"Leaves",1.3385,1.2976,0.0409,NA,"",0.0409,46,"SRER001",48,5,"21-04-2025 10:45:09.750 -0700","POINTZ(-110.888192538 31.821093253 1029.786)",31.821093253,-110.888192538,1029.786,0,1.74,2,0.099,0.23,0.93,0.52,0.77,35,31,"L-OTHER","ISTE","N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,35,"LT-H",NA,1,0,0,1,0,"L-PRVE_40S_200H_350L_300P",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"27",1010,"Forbs",1.2807,1.241,0.0397,NA,"",0.0397,200,"SRER030",1,50,"21-04-2025 13:31:35.250 -0700","POINTZ(-110.888537728 31.86705189 945.334)",31.86705189,-110.888537728,945.334,0,1.74,2,0.11,0.27,1.02,0.52,0.88,39,26,"L-OTHER","BOER","N",NA,"L-PGRASS",NA,"N",NA,"GRAVEL",NA,"CANOPY",NA,40,"LT-H",NA,2,1,0,1,3,"L-EP_85E_120H_225L_195P","L-BOER_D-FORB_30S",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"28",1010,"Grass",3.4667,2.8301,0.6366,NA,"",0.6366,200,"SRER030",1,50,"21-04-2025 13:31:35.250 -0700","POINTZ(-110.888537728 31.86705189 945.334)",31.86705189,-110.888537728,945.334,0,1.74,2,0.11,0.27,1.02,0.52,0.88,39,26,"L-OTHER","BOER","N",NA,"L-PGRASS",NA,"N",NA,"GRAVEL",NA,"CANOPY",NA,40,"LT-H",NA,2,1,0,1,3,"L-EP_85E_120H_225L_195P","L-BOER_D-FORB_30S",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"29",1010,"Leaves",1.3778,1.2322,0.1456,NA,"",0.1456,200,"SRER030",1,50,"21-04-2025 13:31:35.250 -0700","POINTZ(-110.888537728 31.86705189 945.334)",31.86705189,-110.888537728,945.334,0,1.74,2,0.11,0.27,1.02,0.52,0.88,39,26,"L-OTHER","BOER","N",NA,"L-PGRASS",NA,"N",NA,"GRAVEL",NA,"CANOPY",NA,40,"LT-H",NA,2,1,0,1,3,"L-EP_85E_120H_225L_195P","L-BOER_D-FORB_30S",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"30",1010,"ReproductiveParts",1.3057,1.2395,0.0662,NA,"",0.0662,200,"SRER030",1,50,"21-04-2025 13:31:35.250 -0700","POINTZ(-110.888537728 31.86705189 945.334)",31.86705189,-110.888537728,945.334,0,1.74,2,0.11,0.27,1.02,0.52,0.88,39,26,"L-OTHER","BOER","N",NA,"L-PGRASS",NA,"N",NA,"GRAVEL",NA,"CANOPY",NA,40,"LT-H",NA,2,1,0,1,3,"L-EP_85E_120H_225L_195P","L-BOER_D-FORB_30S",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"31",1011,"Grass",5.9735,3.0805,2.893,NA,"",2.893,205,"SRER030",6,45,"21-04-2025 13:45:23.750 -0700","POINTZ(-110.888542323 31.867006612 945.473)",31.867006612,-110.888542323,945.473,0,1.74,2,0.11,0.27,0.97,0.49,0.84,40,27,"L-OTHER","EP","D-FORB",NA,"D-PGRASS",NA,"N",NA,"SOIL",NA,"CANOPY",NA,130,"H_W",NA,3,5,10,0,4,"L-ISTE_45SW","L-ERLE_65S",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"32",1011,"Leaves",1.6697,1.3428,0.3269,NA,"",0.3269,205,"SRER030",6,45,"21-04-2025 13:45:23.750 -0700","POINTZ(-110.888542323 31.867006612 945.473)",31.867006612,-110.888542323,945.473,0,1.74,2,0.11,0.27,0.97,0.49,0.84,40,27,"L-OTHER","EP","D-FORB",NA,"D-PGRASS",NA,"N",NA,"SOIL",NA,"CANOPY",NA,130,"H_W",NA,3,5,10,0,4,"L-ISTE_45SW","L-ERLE_65S",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"33",1011,"ReproductiveParts",1.3855,1.3137,0.0718,NA,"",0.0718,205,"SRER030",6,45,"21-04-2025 13:45:23.750 -0700","POINTZ(-110.888542323 31.867006612 945.473)",31.867006612,-110.888542323,945.473,0,1.74,2,0.11,0.27,0.97,0.49,0.84,40,27,"L-OTHER","EP","D-FORB",NA,"D-PGRASS",NA,"N",NA,"SOIL",NA,"CANOPY",NA,130,"H_W",NA,3,5,10,0,4,"L-ISTE_45SW","L-ERLE_65S",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"34",1013,"Grass",1.3344,1.3025,0.0319,NA,"Resorted and reweighed 09-Jun-2026",0.0319,214,"SRER030",17,35,"21-04-2025 14:08:12.250 -0700","POINTZ(-110.888550523 31.866914622 945.642)",31.866914622,-110.888550523,945.642,0,1.74,2,0.1,0.25,1.04,0.5,0.91,42,27,"N",NA,"N",NA,"N",NA,"N",NA,"GRAVEL",NA,"OPEN",NA,0,"H_W",NA,1,0,0,1,0,"L-PRVE_50S_250H_470L_470P","L-ISTE_patch",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"35",1013,"Leaves",1.4307,1.3068,0.1239,NA,"Resorted and reweighed 09-Jun-2026",0.1239,214,"SRER030",17,35,"21-04-2025 14:08:12.250 -0700","POINTZ(-110.888550523 31.866914622 945.642)",31.866914622,-110.888550523,945.642,0,1.74,2,0.1,0.25,1.04,0.5,0.91,42,27,"N",NA,"N",NA,"N",NA,"N",NA,"GRAVEL",NA,"OPEN",NA,0,"H_W",NA,1,0,0,1,0,"L-PRVE_50S_250H_470L_470P","L-ISTE_patch",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"36",1014,"Ambiguous",1.605,1.3233,0.2817,NA,"",0.2817,219,"SRER030",22,30,"21-04-2025 14:21:04.250 -0700","POINTZ(-110.888543067 31.86686874 945.661)",31.86686874,-110.888543067,945.661,0,1.74,2,0.097,0.24,0.98,0.47,0.86,41,30,"D-FORB",NA,"N",NA,"N",NA,"N",NA,"GRAVEL",NA,"CANOPY",NA,20,"H_W",NA,2,3,0,3,2,"L-PRVE_5N_250H_470L_470P","L-ISTE_patch",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"37",1014,"Forbs",2.998,2.8108,0.1872,NA,"Resorted and reweighed 09-Jun-2026",0.1872,219,"SRER030",22,30,"21-04-2025 14:21:04.250 -0700","POINTZ(-110.888543067 31.86686874 945.661)",31.86686874,-110.888543067,945.661,0,1.74,2,0.097,0.24,0.98,0.47,0.86,41,30,"D-FORB",NA,"N",NA,"N",NA,"N",NA,"GRAVEL",NA,"CANOPY",NA,20,"H_W",NA,2,3,0,3,2,"L-PRVE_5N_250H_470L_470P","L-ISTE_patch",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"38",1014,"Grass",2.8811,2.83,0.0511,NA,"Resorted and reweighed 09-Jun-2026",0.0511,219,"SRER030",22,30,"21-04-2025 14:21:04.250 -0700","POINTZ(-110.888543067 31.86686874 945.661)",31.86686874,-110.888543067,945.661,0,1.74,2,0.097,0.24,0.98,0.47,0.86,41,30,"D-FORB",NA,"N",NA,"N",NA,"N",NA,"GRAVEL",NA,"CANOPY",NA,20,"H_W",NA,2,3,0,3,2,"L-PRVE_5N_250H_470L_470P","L-ISTE_patch",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"39",1014,"Leaves",3.5074,2.8265,0.6809,NA,"Resorted and reweighed 09-Jun-2026",0.6809,219,"SRER030",22,30,"21-04-2025 14:21:04.250 -0700","POINTZ(-110.888543067 31.86686874 945.661)",31.86686874,-110.888543067,945.661,0,1.74,2,0.097,0.24,0.98,0.47,0.86,41,30,"D-FORB",NA,"N",NA,"N",NA,"N",NA,"GRAVEL",NA,"CANOPY",NA,20,"H_W",NA,2,3,0,3,2,"L-PRVE_5N_250H_470L_470P","L-ISTE_patch",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"40",1015,"Leaves",1.4292,1.3392,0.09,NA,"",0.09,224,"SRER030",27,25,"21-04-2025 14:27:31.250 -0700","POINTZ(-110.888538983 31.866825492 945.959)",31.866825492,-110.888538983,945.959,0,1.74,2,0.096,0.24,1,0.47,0.88,42,30,"N",NA,"N",NA,"N",NA,"N",NA,"GRAVEL",NA,"OPEN",NA,0,"LT-H",NA,1,0,0,0,0,"L-PRVE_150H_300L_200P","L-ISTE_25E",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"41",1017,"Grass",4.1019,3.1425,0.9594,NA,"",0.9594,233,"SRER030",39,15,"21-04-2025 14:46:05.250 -0700","POINTZ(-110.888530313 31.866737705 946.787)",31.866737705,-110.888530313,946.787,0,1.74,2,0.097,0.26,0.96,0.46,0.85,42,30,"N",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,0,"H_W",NA,8,1,3,1,1,"L-ISTE_patch",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"42",1017,"Leaves",3.5925,3.0697,0.5228,NA,"",0.5228,233,"SRER030",39,15,"21-04-2025 14:46:05.250 -0700","POINTZ(-110.888530313 31.866737705 946.787)",31.866737705,-110.888530313,946.787,0,1.74,2,0.097,0.26,0.96,0.46,0.85,42,30,"N",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,0,"H_W",NA,8,1,3,1,1,"L-ISTE_patch",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"43",1017,"ReproductiveParts",1.3625,1.3348,0.0277,NA,"",0.0277,233,"SRER030",39,15,"21-04-2025 14:46:05.250 -0700","POINTZ(-110.888530313 31.866737705 946.787)",31.866737705,-110.888530313,946.787,0,1.74,2,0.097,0.26,0.96,0.46,0.85,42,30,"N",NA,"N",NA,"N",NA,"N",NA,"SOIL",NA,"CANOPY",NA,0,"H_W",NA,8,1,3,1,1,"L-ISTE_patch",NA,NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"44",1018,"Grass",1.6012,1.3468,0.2544,NA,"",0.2544,238,"SRER030",44,10,"21-04-2025 14:53:42.000 -0700","POINTZ(-110.888530047 31.866689747 947.683)",31.866689747,-110.888530047,947.683,0,1.74,2,0.094,0.24,0.95,0.46,0.83,42,30,"N",NA,"N",NA,"N",NA,"N",NA,"GRAVEL",NA,"OPEN",NA,0,"H_W",NA,1,1,1,1,1,"L-PRVE_80W_150H_200L_150P","L-ISTE_patch",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
"45",1018,"Leaves",1.457,1.3265,0.1305,NA,"",0.1305,238,"SRER030",44,10,"21-04-2025 14:53:42.000 -0700","POINTZ(-110.888530047 31.866689747 947.683)",31.866689747,-110.888530047,947.683,0,1.74,2,0.094,0.24,0.95,0.46,0.83,42,30,"N",NA,"N",NA,"N",NA,"N",NA,"GRAVEL",NA,"OPEN",NA,0,"H_W",NA,1,1,1,1,1,"L-PRVE_80W_150H_200L_150P","L-ISTE_patch",NA,NA,NA,NA,"Quadrat_photo||Canopy_photo||Litter_collection","SRER","S25"
